RAW,SKF
607.75,608.08
607.75,608.08
607.72,608.08
607.72,608.07
607.89,608.07
607.89,608.07
607.89,608.07
607.86,608.07
607.86,608.07
607.77,608.07
607.77,608.07
607.77,608.06
607.97,608.06
607.97,608.06
607.91,608.06
607.91,608.06
607.91,608.06
607.78,608.06
607.78,608.06
